OID_,FIRE_ID,RASTERVALU
959,AZ3449711124720160720,2115
960,AZ3418210986020160721,2209
961,AZ3334910993220160727,1588
962,AZ3446111050020180604,1908
963,AZ3455711116020180427,2099
964,AZ3456511095220180717,2105
965,AZ3461611082220180724,2024
966,AZ3396511111320180726,1737
967,AZ3394811199720180727,1277
968,AZ3425711025720180727,2089
969,NM3326710859220120509,2828
970,NM3329610850520110711,2444
971,AZ3330810964820111010,1909
972,NM3352910849720110722,2453
973,NM3328410853220110711,2484
974,AZ3356910962620170601,2084
975,NM3317810812420170605,2045
976,NM3331910790420170606,2415
977,NM3343010856820170607,2369
978,NM3341610862820170609,2603
979,NM3323410836920170609,2189
980,NM3351410846320170622,2432
981,AZ3346810934220170627,2168
982,NM3389010763620170706,2445
983,NM3418110840420170512,2602
984,AZ3328610958720130607,1904
985,NM3288810780920130607,2582
986,AZ3374210970920200818,2328
987,NM3323010797020190629,2406
988,NM3316410790520190629,2709
989,AZ3373410907320190630,2210
990,AZ3416410958120190630,2660
991,NM3321110852420190702,2363
992,NM3361010740620190713,2353
993,AZ3313410976320190716,1649
994,NM3318310833320200606,2127
995,NM3359510823320190429,2394
996,NM3295410827320200606,2274
997,NM3331510856220200628,2269
998,AZ3373510913420190528,2274
999,NM3349910789720190605,2312
1000,NM3399910825120190606,2516
1001,AZ3311610976120140522,1644
1002,NM3375610745620150615,2432
1003,NM3368910849720150616,2515
1004,NM3321210810220150616,2074
1005,AZ3413810967520140626,2484
1006,AZ3351910912020140717,2250
1007,NM3293110814820140511,2415
1008,AZ3330610975220140517,1945
1009,AZ3341510931220200606,2141
1010,AZ3355810909320200818,2319
1011,NM3357010744220200615,3034
1012,AZ3422510948120110223,2037
1013,NM3314410836920110428,2274
1014,AZ3360210944920110529,2678
1015,NM3324610842720160506,2368
1016,AZ3367210971820160509,2229
1017,AZ3363710961320160521,2250
1018,NM3378810742520160521,2554
1019,NM3387010879220160522,2516
1020,NM3314910832620160606,2202
1021,AZ3422210948620160616,2070
1022,AZ3316410915820160621,1615
1023,AZ3334310908920160621,2186
1024,NM3381110847620170501,2392
1025,NM3311410807620160704,2263
1026,NM3344110857020160709,2531
1027,NM3343310824020160711,2466
1028,AZ3356110974320160718,2133
1029,NM3398110767220160219,2210
1030,NM3380210834920170302,2173
1031,NM3372410853720180522,2562
1032,AZ3365610950620180411,2560
1033,NM3367210897820180630,2461
1034,NM3404410792620180427,2135
1035,AZ3321510968220180730,1845
1036,NM3341910582920120604,2390
1037,NM3434710522620110713,1834
1038,NM3304910510820110808,1674
1039,NM3313310507720110818,1670
1040,NM3307110526320110802,1897
1041,NM3415010512220170614,1681
1042,NM3368510699720170626,1468
1043,NM3362410524420190619,1964
1044,NM3366710562920200804,2266
1045,NM3380810573920190526,2006
1046,NM3278110553420110628,2304
1047,NM3317110540120110628,1992
1048,NM3330110523720110628,1774
1049,NM3305810489320110506,1543
1050,NM3444310680520110402,1443
1051,NM3333310563620110403,2013
1052,NM3287010548020110509,2028
1053,NM3326510554820110112,2348
1054,NM3342610506820110601,1615
1055,NM3355410509020160724,1612
1056,NM3317110576920180607,2371
1057,NM3358510552620180412,2041
1058,NM3436210506320180807,1720
1059,NM3410510358020120602,1282
1060,NM3436110411620110711,1268
1061,NM3322210500120110807,1546
1062,NM3437710409320110810,1249
1063,NM3309810388420110903,1209
1064,NM3375910483320110720,1380
1065,NM3487210425920110721,1427
1066,NM3408810392020110730,1358
1067,NM3418210345020190410,1241
1068,NM3327110340420200109,1245
1069,NM3385110318120160214,1224
1070,TX3362210277220110217,1154
1071,TX3360010261420110618,1145
1072,NM3292610378420110625,1326
1073,NM3410910475620110627,1392
1074,TX3414110264520110628,1171
1075,NM3408810440520110416,1253
1076,NM3433310361920110417,1269
1077,NM3292710357320110425,1200
1078,NM3307510377520110227,1251
1079,NM3369010357020110227,1342
1080,NM3294410345020110429,1214
1081,NM3318110375420110429,1338
1082,NM3283410474820110315,1235
1083,NM3315310363820110324,1273
1084,NM3290010309120110509,1126
1085,NM3294610352520110509,1293
1086,NM3340410345720110510,1281
1087,NM3442210356320110517,1356
1088,NM3369510333420110522,1279
1089,NM3322110372620110525,1323
1090,NM3351210349420110409,1300
1091,NM3444710387920110410,1326
1092,NM3300510380120110123,1342
1093,NM3409310479420110527,1436
1094,NM3370010486420110601,1382
1095,NM3271410338420110609,1209
1096,NM3386810321220160302,1228
1097,NM3417110309520160407,1219
1098,NM3329910362820160716,1302
1099,NM3298110326420160727,1177
1100,NM3352510339220170228,1263
1101,NM3317010361120180518,1288
1102,NM3316110373620180331,1325
1103,NM3349810333820180412,1224
1104,NM3330310348220180417,1233
1105,NM3284010356920180314,1249
1106,TX3349110263920180315,1135
1107,TX3449810079420110810,673
1108,TX3459410106920110819,720
1109,TX3335510043620110828,540
1110,TX3455410094920110831,712
1111,TX3295210110120110709,818
1112,TX3411910045420170723,578
1113,TX3293510092320120814,759
1114,TX3332410108120190809,703
1115,TX3403010042120190817,581
1116,TX3362710093720190817,794
1117,TX3451210028620160217,529
1118,TX3414310041120200217,588
1119,TX3447710074220200711,667
1120,TX3298710081820110411,635
1121,TX3325210146620110624,847
1122,TX3405810085120110416,744
1123,TX3290510106320110425,752
1124,TX3322510197720110425,978
1125,TX3325710242620110425,1075
1126,TX3358510237420110227,1103
1127,TX3400510082720110227,821
1128,TX3319010126820110228,727
1129,TX3376010256020110429,1087
1130,TX3304910124120110403,713
1131,TX3354510075720110507,648
1132,TX3330410126920110524,722
1133,TX3328610139320110409,796
1134,TX3409910050020110611,584
1135,TX3409010057920160714,641
1136,TX3445710081520170210,685
1137,TX3367610070220160808,728
1138,TX3344310249820170228,1083
1139,TX3453010181320170228,1066
1140,TX3401610055920180125,654
1141,TX3379010084720180413,827
1142,TX3455510115820180717,718
1143,TX3458510088820180509,660
1144,TX3401709930720120517,377
1145,TX3398209921920110711,375
1146,TX3321609834620110712,399
1147,TX3271509932520110715,482
1148,TX3347509801620110807,356
1149,TX3361209797020110913,302
1150,TX3349809810120110914,316
1151,TX3417609996420110921,499
1152,TX3419909991520110921,479
1153,TX3339109814820110823,304
1154,TX3278109843820110830,360
1155,TX3284309818520110704,333
1156,TX3443510005220110709,527
1157,TX3277009954020120728,495
1158,TX3281509825520120807,347
1159,TX3291609836520120810,356
1160,TX3413209976620190816,501
1161,TX3402609987020190820,499
1162,TX3312809957020190729,446
1163,TX3380309992920160210,531
1164,TX3274909955120150902,501
1165,TX3349609839620150914,340
1166,TX3287009947020200827,501
1167,TX3301609909920110619,369
1168,TX3321810014620110619,489
1169,TX3361709806820110619,288
1170,TX3306310011720110619,531
1171,TX3317609955320110620,436
1172,TX3301409940520110625,464
1173,TX3289209866620110413,408
1174,TX3392609869820110415,319
1175,TX3316309838020110416,406
1176,TX3371409862220110416,309
1177,TX3307309832720110416,372
1178,TX3272809946720110301,555
1179,TX3296209991720110301,486
1180,TX3341909935720110429,438
1181,TX3408709908920110429,366
1182,TX3310009824220110311,390
1183,TX3291609954320110317,482
1184,TX3299209949220110317,493
1185,TX3300809967520110317,437
1186,TX3428810020820110402,492
1187,TX3328510032520110406,493
1188,TX3408909874920110518,329
1189,TX3418910021220110608,495
1190,TX3279409825320110613,316
1191,OK3414409794720170105,292
1192,TX3286909912820180624,375
1193,TX3275909835520180702,330
1194,TX3310109880620180703,370
1195,TX3272009947720180226,551
1196,TX3300809836120180710,367
1197,TX3358909875820180715,321
1198,TX3359209874120180715,331
1199,TX3378209927320180716,383
1200,OK3436309706120110714,326
1201,OK3434609658820110818,257
1202,OK3389109699920130303,194
1203,OK3436109579520120729,264
1204,OK3459409703520190319,325
1205,OK3439409737720110412,314
1206,OK3454909656820110311,309
1207,OK3452109595020110405,304
1208,OK3453009596020170305,296
1209,OK3441009716020160815,342
1210,OK3436309592820170203,209
1211,TX3272509755820180122,298
1212,OK3434009756220180322,341
1213,OK3415009503420110711,182
1214,TX3282709409820110913,74
1215,AR3445509378920110914,285
1216,AR3400909358820110904,120
1217,OK3425009521720110904,198
1218,TX3297309443120110904,85
1219,LA3287709403420110906,64
1220,LA3280009399120110913,57
1221,AR3447309359820110729,383
1222,AR3385909316920120813,90
1223,AR3438009399420121127,510
1224,OK3418309462020160215,301
1225,OK3450209537120110312,275
1226,AR3414609389520110403,170
1227,OK3430609466620170328,266
1228,OK3434009530020180724,263
1229,AR3341409246120111013,33
1230,AR3333509185320130914,46
1231,AR3337009208720130917,59
1232,AR3348509188420120814,48
1233,MS3451209008120170129,104
1234,AL3456308766220140314,212
1235,AL3432608815220140325,177
1236,AL3277908693520190402,128
1237,AL3433408743420151016,261
1238,AL3439508752220110220,309
1239,AL3429908719620110221,292
1240,AL3339808709920110604,193
1241,AL3326608609720161012,243
1242,AL3384508701120161105,153
1243,AL3317108611720161113,453
1244,AL3377308564120120131,420
1245,AL3369008589020140202,213
1246,AL3390408554520110219,313
1247,AL3396208567820110220,278
1248,AL3390908540120110222,325
1249,AL3403408569120110222,507
1250,GA3444208436520110322,341
1251,GA3414308541920160922,195
1252,AL3369308590820160925,210
1253,AL3339608584320160320,526
1254,AL3337208592120161029,438
1255,GA3388708535320161110,369
1256,GA3389108535220161120,378
1257,AL3346508586820161128,312
1258,GA3339508220620190318,118
1259,SC3382208078720120313,30
1260,SC3376907891720110703,14
1261,SC3323807959620190319,8
1262,SC3308107972120190519,12
1263,SC3320907951020190526,9
1264,SC3317807943320110323,7
1265,SC3305107964020110324,8
1266,SC3309408045620110324,31
1267,SC3331607987020170402,15
1268,SC3319407987320170204,12
1269,SC3319307953020180304,8
1270,SC3308907968520180314,12
1271,SC3325707977220180316,14
1272,NC3410107825120120308,21
1273,NC3458007765020140410,11
1274,NC3445807768020200309,13
1275,NC3454407767320110619,11
1276,NC3440107772520110219,12
1277,NC3460407753620110323,16
1278,NC3453107771120170214,10
1279,NC3399807818720160419,13
1280,CA3646112190120160722,936
1281,CA3603212047720170717,1045
1282,CA3496111944820170718,943
1283,CA3594712117020170605,351
1284,CA3579412067920170709,385
1285,CA3589912026320170710,785
1286,CA3539712049820170626,539
1287,CA3622112046120170703,533
1288,CA3502012029920170706,465
1289,CA3611812036120170518,385
1290,CA3583412025220120709,515
1291,CA3566212040420190612,374
1292,CA3644612168220200818,541
1293,CA3627712094320190625,187
1294,CA3541612045620200801,554
1295,CA3609512052220200713,829
1296,CA3612312160220200819,1050
1297,CA3572011963220190507,70
1298,CA3535111995620200610,621
1299,CA3535112000520200728,705
1300,CA3607512023120200815,778
1301,CA3605412006420200503,223
1302,CA3533311990620190605,605
1303,CA3598812128720140619,467
1304,CA3537112044520150620,518
1305,CA3533812062720150817,612
1306,CA3639412158320150919,530
1307,CA3597112126920150611,421
1308,CA3550411987920110619,586
1309,CA3608912052220160809,634
1310,CA3567012100420160813,329
1311,CA3577412082220160518,255
1312,CA3641412125020160522,287
1313,CA3601612132120160602,489
1314,CA3611312128920160604,777
1315,CA3504011960120160605,789
1316,CA3608212045920160702,420
1317,CA3606812023620170420,322
1318,CA3511712010020180819,452
1319,CA3641012100020180604,629
1320,CA3580012036020180806,431
1321,CA3614911850520120601,1952
1322,CA3507211843420110904,1578
1323,CA3511711878320110910,552
1324,CA3511811837820110910,1130
1325,CA3539511864020110910,570
1326,CA3626811851120110708,2239
1327,CA3627011849820170925,2361
1328,CA3615911869620170829,1722
1329,CA3575611840320170901,1242
1330,CA3602811896220170730,202
1331,CA3553111864820170730,1165
1332,CA3624711830320170803,2196
1333,CA3557211858220170618,1004
1334,CA3609911841220170624,1837
1335,CA3539711882220170630,322
1336,CA3560211908420170706,249
1337,CA3510511831220120717,1410
1338,CA3620811844420130823,2196
1339,CA3552511846520120804,1716
1340,CA3534111823820120810,1465
1341,CA3481811891020130515,1826
1342,CA3459511843720130530,1016
1343,CA3546511854420200803,1505
1344,CA3606611745820200728,1782
1345,CA3616111845220200819,2189
1346,CA3642011844820200816,2128
1347,CA3606211763420200821,1810
1348,CA3531811870820200701,588
1349,CA3467911845220200812,1489
1350,CA3628411822820190725,2708
1351,CA3571711855520140613,1447
1352,CA3564211814820140711,1874
1353,CA3572611847920140818,1307
1354,CA3624611854720150719,2247
1355,CA3575211893120110621,372
1356,CA3564111839020110527,795
1357,CA3574511858420160816,2052
1358,CA3584111804120160601,2026
1359,CA3608411857220161004,2374
1360,CA3561311846620160623,1884
1361,CA3622311855820161021,1944
1362,CA3598611856520161030,1913
1363,CA3625811864820161102,2254
1364,CA3463111923020160630,1977
1365,CA3521211873720160701,856
1366,CA3641011873720181004,1671
1367,CA3622011862020181004,1772
1368,CA3622011858020181013,2253
1369,CA3540011877020180803,436
1370,CA3536411577420110828,1386
1371,NV3620411570220130701,2504
1372,NV3594511544620200720,1573
1373,NV3630611561820200628,2204
1374,CA3530111559820200815,1723
1375,CA3517211519520200622,1282
1376,AZ3626211381420110911,1449
1377,AZ3599011395020110803,1461
1378,AZ3621711223520110704,2343
1379,AZ3620311378020120711,1402
1380,AZ3589811315620130801,2034
1381,AZ3473611239020130430,1460
1382,AZ3633311376620120813,1418
1383,AZ3459511259620130618,2008
1384,AZ3511911386220130629,2006
1385,AZ3596311382420130701,1536
1386,AZ3641611351820130702,1815
1387,AZ3572811381120120627,1506
1388,AZ3500811387920200817,1723
1389,AZ3474011321420200824,1422
1390,AZ3479711322320200824,1354
1391,AZ3574111380520200818,1531
1392,AZ3634811228620190725,2360
1393,NV3616411427620190725,1059
1394,AZ3633111257320200716,1844
1395,AZ3641211314120190805,2321
1396,AZ3467811289020190805,1631
1397,AZ3471811268020190806,1458
1398,AZ3628411223620140523,2333
1399,AZ3641511228320150615,2529
1400,AZ3628611317320150624,2127
1401,AZ3637611318720150715,2241
1402,AZ3481011454220150808,142
1403,AZ3563211274720200705,1946
1404,AZ3492611326220160707,1704
1405,AZ3476111452420160406,140
1406,AZ3495111328920180515,1506
1407,AZ3477911297320180708,1865
1408,AZ3636911230720180726,2395
1409,AZ3468811236620180511,1495
1410,AZ3472511155020110718,2175
1411,AZ3537911193420110718,2272
1412,AZ3598411202120111001,2217
1413,AZ3580711193420110820,2027
1414,AZ3598111192720110820,2142
1415,AZ3589711200120110826,2204
1416,AZ3472511155020110721,1819
1417,AZ3585011202320110704,2054
1418,AZ3498711159420110709,2194
1419,AZ3543211183120170601,2869
1420,AZ3460211145720170519,2112
1421,AZ3591311201420130726,2151
1422,AZ3471811113020120629,1948
1423,AZ3463311127120190829,2128
1424,AZ3504411184020190902,2107
1425,AZ3502311152420190711,2126
1426,AZ3469511119520190713,2054
1427,AZ3525811164320190721,2596
1428,AZ3530911140720190516,1892
1429,AZ3501011190120190802,2184
1430,AZ3539311201120190806,2179
1431,AZ3491611139320150614,2257
1432,AZ3475611106120140614,1882
1433,AZ3592011206820140704,2048
1434,AZ3486011152620140706,2175
1435,AZ3498711198720140711,2014
1436,AZ3588311195020140729,2181
1437,AZ3532511198020140815,2677
1438,AZ3595311190420140826,2180
1439,AZ3630511215520141023,2569
1440,AZ3587911195320150629,2109
1441,AZ3487011165920150702,2014
1442,AZ3511111215420150702,2177
1443,AZ3542611187920150909,3023
1444,AZ3500611188320150717,2067
1445,AZ3587911183020150731,2159
1446,AZ3495311175320140520,1896
1447,AZ3494711153620160515,2180
1448,AZ3504611168420160517,2148
1449,AZ3555211193620160529,2066
1450,AZ3474411139720160529,2104
1451,AZ3636611198720160613,1880
1452,AZ3593411190320160628,2065
1453,AZ3626611202520160629,2269
1454,AZ3592711203720160722,2142
1455,AZ3462911128020160727,2068
1456,AZ3514711184120180210,2153
1457,AZ3546411175320180717,2272
1458,AZ3486411159820180720,2042
1459,AZ3616611201020180721,2503
1460,AZ3494811187820180729,1857
1461,AZ3636511203320180806,2264
1462,NM3516710814920120423,2527
1463,AZ3584010937820200627,2379
1464,NM3534510752720190804,2598
1465,NM3599610892020140613,2749
1466,NM3497210806920140718,2334
1467,NM3524310812720180412,2459
1468,NM3518410813520180412,2728
1469,NM3572810657220110817,2507
1470,NM3572510679220170915,2337
1471,NM3581510657020170615,2595
1472,NM3534310684420170618,1943
1473,NM3627610668220170708,2452
1474,NM3571510568020130530,2513
1475,NM3589210662020130531,2983
1476,NM3591110572720130610,3417
1477,NM3635110502720130613,2576
1478,NM3620010559520190902,2609
1479,NM3615710692420190703,2404
1480,NM3644910620720190713,2566
1481,NM3632010680120190806,2412
1482,NM3583110586320200818,2564
1483,NM3607710673020140625,2629
1484,NM3574710658020140813,2545
1485,NM3553810546220150606,2448
1486,NM3626410534020201018,3016
1487,NM3581210583720110618,3129
1488,NM3581210654120110626,2741
1489,NM3499910519320110507,1756
1490,NM3609510506220110605,2387
1491,NM3481110637520160614,2265
1492,NM3476310545920170209,1929
1493,NM3619710545320180624,3252
1494,NM3636510508520180629,2847
1495,NM3577110680320180720,2282
1496,NM3470710514020180721,1753
1497,NM3572010336220110709,1450
1498,TX3573310293420170622,1284
1499,NM3542510305820170623,1183
1500,NM3518910424720200406,1429
1501,NM3592510438120200501,1664
1502,NM3613910422420200606,1864
1503,NM3613910495420200715,2213
1504,NM3485310410620150313,1610
1505,NM3461110428620110618,1364
1506,NM3469410372520110618,1402
1507,NM3566810363120110702,1356
1508,NM3577210370320110702,1324
1509,NM3464910402220110412,1495
1510,TX3629310257020110419,1288
1511,NM3485810491220110401,1611
1512,NM3526810361420110409,1254
1513,NM3600010388720160710,1660
1514,NM3535510485220160406,1732
1515,NM3602710412620161128,1747
1516,NM3586910328520170323,1473
1517,NM3573710474620160721,1988
1518,NM3547110465820160722,1519
1519,NM3536010474020160729,1599
1520,NM3495910381020160221,1289
1521,NM3548910490520160229,2072
1522,NM3623610471320180404,1856
1523,NM3530710473420180615,1578
1524,NM3594710429820180622,1705
1525,NM3597510490820180628,2435
1526,TX3640110222320120225,1161
1527,TX3547410177720120121,901
1528,TX3512710125220110824,980
1529,TX3485810125120110825,1007
1530,TX3631110122720110827,907
1531,TX3582410133620110801,933
1532,TX3567810118620110802,925
1533,TX3580610109720170722,857
1534,TX3597310126620170724,961
1535,TX3587810139020191126,948
1536,TX3582410101520190807,865
1537,TX3588910140520151221,960
1538,TX3526710199520160213,1083
1539,TX3543010185220160130,912
1540,TX3585310253020160210,1114
1541,TX3563910162120140511,948
1542,TX3540410187920200820,966
1543,TX3553710125120200609,1020
1544,TX3568810093120201011,906
1545,TX3568910170920200612,973
1546,TX3570310164720200711,906
1547,TX3574410106120200712,917
1548,TX3575510114120200712,861
1549,TX3575310196320110217,1015
1550,TX3559310189120110619,1042
1551,TX3632710027520110217,768
1552,TX3575010240220110224,1151
1553,TX3482110079620110224,831
1554,TX3462210140120110227,998
1555,TX3509110181320110227,1071
1556,TX3538310160620110227,1066
1557,TX3555810141820110227,943
1558,TX3485810117020110228,844
1559,TX3486810143220110228,828
1560,TX3472710205220110426,1132
1561,TX3549710157120110304,1048
1562,TX3476010237020110524,1165
1563,TX3495110185320110524,1074
1564,NM3645510259320110525,1271
1565,TX3563810192620110409,1025
1566,TX3523410192220110529,1064
1567,TX3556910184520110530,1090
1568,TX3526710133020110613,1045
1569,TX3608710053120170306,815
1570,TX3531910183120170306,1043
1571,TX3531810053920170307,742
1572,TX3470710022220160319,590
1573,TX3556210100820160323,911
1574,TX3548210189020170419,995
1575,TX3522810034420160323,746
1576,TX3585610091220160712,859
1577,TX3559510120220161216,907
1578,TX3536410234320161216,1098
1579,TX3546810163520161230,1048
1580,TX3582310078220170323,785
1581,TX3555310223520170223,1066
1582,TX3506710118520180402,898
1583,TX3545110094320180412,957
1584,TX3565810161920180413,973
1585,TX3522110086920180417,888
1586,TX3573710081820190203,929
1587,TX3565510232420190216,1118
1588,TX3563010229820180315,1113
1589,TX3550410191220180315,1011
1590,TX3570910228420180319,1177
1591,TX3542910206920180319,941
1592,TX3479610055320180503,708
1593,TX3481010130620180508,998
1594,TX3575010162220190313,964
1595,TX3573210066420190313,897
1596,TX3546110085220180323,925
1597,TX3464410105120180510,710
1598,OK3482609806320110805,392
1599,OK3469409849320110806,454
1600,OK3533409868020110806,453
1601,OK3503109988520110809,586
1602,OK3471109880020110901,579
1603,OK3481209980720170720,536
1604,OK3486109925220170723,498
1605,OK3587509860020120705,533
1606,TX3610010008020140403,733
1607,OK3598009917020140403,648
1608,OK3588509864020120722,574
1609,OK3631809902420120723,576
1610,OK3465809881020120725,500
1611,OK3509409853220120803,413
1612,OK3488909789420120803,363
1613,OK3557309829320120803,461
1614,TX3608010012020140320,761
1615,OK3643109980320191126,718
1616,OK3468609860220150914,610
1617,OK3608709892720140504,553
1618,OK3632609837220200610,392
1619,OK3472309849320110623,387
1620,OK3468909870320110412,474
1621,OK3462309854520110415,374
1622,OK3492909814020110415,413
1623,OK3612409845920160404,434
1624,OK3463709940820170301,410
1625,OK3585009921020180412,580
1626,OK3577809994720180412,717
1627,TX3482010022020180413,590
1628,OK3566409983720180413,670
1629,TX3522410013020180413,661
1630,TX3528510009820180414,683
1631,OK3475809868420180702,566
1632,OK3530709947020180316,592
1633,OK3621509615120120226,258
1634,OK3581809595220120303,268
1635,OK3574109645020120304,265
1636,OK3633509654820111231,308
1637,OK3632609622320110805,262
1638,OK3597209656420110829,281
1639,OK3553609741520110830,364
1640,OK3526009612020140327,258
1641,OK3636009650020140327,275
1642,OK3627209628420140327,235
1643,OK3617009682020140403,295
1644,OK3638809626920130317,248
1645,OK3521109719820120803,326
1646,OK3595609643920120803,323
1647,OK3562709719920120803,317
1648,OK3593309667320120804,266
1649,OK3618409665920120804,290
1650,OK3615809694020120804,308
1651,OK3510609554620120804,209
1652,OK3598509670120120805,267
1653,OK3645309636520140411,260
1654,OK3636009626020140227,235
1655,OK3637009642020140410,275
1656,OK3636009629020140410,264
1657,OK3619009673020140313,321
1658,OK3645609685720120907,315
1659,OK3503009619020140320,280
1660,OK3463909563620130218,281
1661,OK3631909643720190319,280
1662,OK3637109628720190409,255
1663,OK3522909589220150326,255
1664,OK3629809627520150331,271
1665,OK3644809610920150404,263
1666,OK3603609626220160216,287
1667,OK3468309556920160216,263
1668,OK3628909617120160217,272
1669,OK3556909615020160218,236
1670,OK3620509643320160218,255
1671,OK3547309611620160218,292
1672,OK3504509689720160130,311
1673,OK3462509603820160213,260
1674,OK3529209592720150118,220
1675,OK3487509673520150118,308
1676,OK3536109588420150126,239
1677,OK3553109610020150127,241
1678,OK3508209614820150214,317
1679,OK3579009740020140508,331
1680,OK3608709634820150323,257
1681,OK3640609607220150324,272
1682,OK3555209617620200101,234
1683,OK3640409617220200401,274
1684,OK3525609595520200222,249
1685,OK3501809605220110412,246
1686,OK3645709664920110412,285
1687,OK3567109627820110305,259
1688,OK3602509626520110306,283
1689,OK3588509721020110310,314
1690,OK3465709551720110311,358
1691,OK3470809575320110311,287
1692,OK3528409607820110311,236
1693,OK3573509638820110311,243
1694,OK3578909620620110311,265
1695,OK3588209631420110311,283
1696,OK3462409582020110312,282
1697,OK3466209572420110312,309
1698,OK3467909550820110312,390
1699,OK3504609613420110321,272
1700,OK3460209569620110322,364
1701,OK3578809623420110323,242
1702,OK3519009614920110402,255
1703,OK3609109621520110402,274
1704,OK3624809631420110402,236
1705,OK3479609550620110403,253
1706,OK3527609590120110403,274
1707,OK3526109608820110404,253
1708,OK3563109630220110406,223
1709,OK3470009555620110127,290
1710,OK3470109565120110129,287
1711,OK3539009613920170303,287
1712,OK3632809629620170303,293
1713,OK3535309611020160306,218
1714,OK3525409610020160306,245
1715,OK3509509615920170306,261
1716,OK3518309615720170316,241
1717,OK3628209622020160314,286
1718,OK3642109651220160319,286
1719,OK3636609624720160319,246
1720,OK3646609649020160401,303
1721,OK3503309619720170319,279
1722,OK3522609591920170320,257
1723,OK3505809609120170320,260
1724,OK3563609606720170321,257
1725,OK3470609574220170321,249
1726,OK3573109643620160407,265
1727,OK3500209663320170322,271
1728,OK3501809657820170322,280
1729,OK3582609622020170323,272
1730,OK3564109633220170324,242
1731,OK3458009595720170218,311
1732,OK3528309611120160218,239
1733,OK3527609546020160219,241
1734,OK3604809631920170301,259
1735,OK3520109604220170303,240
1736,OK3505009660820170303,265
1737,OK3529509619120180124,250
1738,OK3642109646420180203,292
1739,OK3604809634920180306,278
1740,OK3611609622220180312,221
1741,OK3505109558620180314,248
1742,OK3630009629420180315,252
1743,OK3527609599220180315,242
1744,OK3535809587220180315,205
1745,OK3568809627620180316,246
1746,OK3557109641620180320,253
1747,OK3470609557820180322,278
1748,OK3635309623520180324,250
1749,OK3650509633420180324,263
1750,OK3496809505120120304,400
1751,OK3498009524220110805,352
1752,OK3570509519920110912,234
1753,AR3523409425720110728,178
1754,AR3525709407720110803,148
1755,AR3485409486020110804,222
1756,OK3479809517320130308,390
1757,OK3511309497820130327,344
1758,AR3499009317820120725,217
1759,AR3564409329020120801,486
1760,AR3462009322020140202,232
1761,AR3469409366920120619,422
1762,OK3488009520420160216,252
1763,OK3514209540720160217,239
1764,OK3507509472120160201,299
1765,OK3527509529220160208,158
1766,AR3607709335020110412,520
1767,OK3569709516920110312,213
1768,OK3569909483420110312,348
1769,OK3602909467820110312,365
1770,OK3469009518420110323,276
1771,OK3566109452520110323,289
1772,OK3573809509220110130,234
1773,OK3508109471720170304,448
1774,OK3575809513520170304,257
1775,OK3572509481720170306,304
1776,OK3482109515620170316,266
1777,OK3600909475820170320,326
1778,OK3498009516620170321,483
1779,OK3558709465420170321,300
1780,OK3565109508220170321,276
1781,OK3468809521920170323,290
1782,OK3517509534220170131,273
1783,OK3496309538920170202,309
1784,OK3572009507820170213,264
1785,OK3502609519020160218,278
1786,OK3468909514320160219,394
1787,OK3480909520420160219,331
1788,OK3574009506320160227,260
1789,AR3568809402320160228,467
1790,AR3555809325120171125,391
1791,AR3497109415320180202,582
1792,OK3464409522620180309,317
1793,AR3483509369420180322,190
1794,OK3470209541820180323,294
1795,OK3507109540520180324,256
1796,AR3473409297020110712,228
1797,AR3595109291920111004,365
1798,AR3608809248420130308,243
1799,AR3506109306220120813,110
1800,AR3597409294920140324,342
1801,AR3576209291420160209,539
1802,AR3611809254520150118,274
1803,AR3487009304020140508,264
1804,AR3577409291720110414,491
1805,AR3573609261420110320,408
1806,AR3597009275620110321,239
1807,AR3623709212520110323,252
1808,AR3605709243120170131,313
1809,AR3574409283220170131,581
1810,AR3486509304620171121,256
1811,AR3606009267020180412,290
1812,MS3475108905520120306,146
1813,MS3476308832320110220,151
1814,MS3466608913820110312,144
1815,NC3522208417320120226,966
1816,TN3617008450920111112,693
1817,TN3530808422120140314,575
1818,TN3627608440020121121,668
1819,GA3460808421420121124,925
1820,GA3497408547220110214,366
1821,GA3473708554120161004,561
1822,GA3489708456420161016,853
1823,NC3505908365420161025,1256
1824,TN3523508555220161030,499
1825,NC3510808353620161102,1290
1826,TN3616008433420161103,944
1827,NC3527408356020161103,848
1828,TN3612508440820161104,580
1829,NC3539808390820161104,1239
1830,TN3611708435420161108,539
1831,TN3527408521520161109,427
1832,NC3537108385920161109,827
1833,TN3643908422420161109,564
1834,TN3527508524420161111,378
1835,TN3623608460220161111,524
1836,TN3560608523320161112,542
1837,TN3535708427120161116,393
1838,TN3573208380920161117,629
1839,NC3516508354120161123,1337
1840,TN3607008440520171126,758
1841,TN3586208313020131104,685
1842,SC3514908136320130513,264
1843,TN3638308314420121115,575
1844,NC3562508229420150331,1052
1845,NC3610008234220150331,1167
1846,NC3578608199020150717,620
1847,NC3539408225920110212,722
1848,NC3554508172320160308,534
1849,NC3581208190120170316,789
1850,NC3574208198920160323,461
1851,NC3539908326020161023,930
1852,NC3544608221220161105,954
1853,NC3560808163620161106,673
1854,NC3549708324520161108,1189
1855,SC3502708274320161109,555
1856,GA3494208354920161109,1337
1857,TN3595708307720161111,584
1858,GA3482008337020161112,583
1859,NC3570508210120161120,782
