"","FIRE_ID","FIRE_TYPE","IG_DATE","LATITUDE","LONGITUDE","ACRES","US_L4CODE","ECO_US_ID","SECTION","year","month","ppt","tmean","vpdmax","vpdmin","PDSI","Open_Water","Developed","Barren","Deciduous","Evergreen","Mixed","Shrub","grass","Pasture","Crops","Wetlands","DOY","PET","EVI","NDVI","Elevation"
"845","AZ3150711133220170626","Wildfire",2017-06-26,31.509,-111.338,2792,"79b",36,"Sonoran Mojave Desert Section",2017,6,1.97000002861023,26.5320014953613,56.4309997558594,11.6929998397827,-1.6,0,0.186249754,0,0,0.322355343,0,70.44359677,29.04779813,0,0,0,177,8.4,0.115,0.213,1417
"846","AZ3153811134920170626","Wildfire",2017-06-26,31.546,-111.353,1172,"79e",36,"Sonoran Mojave Desert Section",2017,6,1.95200002193451,26.1800003051758,60.1290016174316,9.11400032043457,-1.36,0,1.341668756,0,0.0179128,0.030451761,0,83.62770035,13.69433597,0.00358256,0,1.284347795,177,8.5,0.1312,0.2418,1173
"847","WA4734312016620170626","Wildfire",2017-06-26,47.32,-120.155,8775,"10g",17,"Columbia Basin Section",2017,6,5.98099994659424,17.5280017852783,21.5610008239746,4.76800012588501,6.05,0.039413809,2.151635673,0.017915368,0,1.931276649,0,17.22741768,76.9214232,0.179153678,1.422480204,0.109283744,177,7.8,0.2787,0.4682,621
"848","WA4736011998820170626","Wildfire",2017-06-26,47.316,-119.91,29492,"10a",17,"Columbia Basin Section",2017,6,4.78499984741211,17.7160015106201,21.121000289917,3.5789999961853,4.46,0.042983022,0.451321728,0.325954581,0,0,0,32.72798911,59.8592306,0.694892184,5.894046851,0.003581918,177,7.4,0.1604,0.2881,600
"849","FL2833008077620170626","Wildfire",2017-06-26,28.308,-80.787,3847,"75d",158,"Florida Coastal Lowlands (Eastern) Section",2017,6,293.023986816406,26.980001449585,17.5289993286133,0.653999984264374,-1.69,11.24623872,6.691503081,1.431078951,0.010746525,0.531953002,0.019701963,0.205975068,6.924344462,11.87491045,0.025075226,61.03847256,177,6.1,0.4696,0.6667,4
"850","FL2808408112620170626","Wildfire",2017-06-26,28.082,-81.134,1378,"75d",99,"Coastal Plains and Flatwoods, Lower Section",2017,6,315.709991455078,27.0430011749268,19.6119995117188,0.430000007152557,-2.65,0.968908948,0.666236836,0.010745755,0.820259331,1.76230389,0.334909377,22.59832366,0.614299019,20.58349452,23.28963393,28.35088473,177,5.5,0.2975,0.5135,25
"851","ID4302611580620170627","Wildfire",2017-06-27,42.999,-115.803,4712,"12h",27,"Owyhee Uplands Section",2017,6,19.8169994354248,20.2020015716553,33.0190010070801,3.95499992370605,3.34,2.505596848,1.792782305,0,0,0,0,11.47667234,70.03850631,0.191636071,13.9589863,0.035819826,178,8.8,0.1341,0.2525,920
"852","ID4332111582720170627","Wildfire",2017-06-27,43.309,-115.804,2657,"12h",27,"Owyhee Uplands Section",2017,6,29.568000793457,18.7660007476807,29.55299949646,2.96600008010864,4.51,0,0.143248518,0,0,0,0,3.810410586,95.24056798,0,0.805772915,0,178,8.1,0.1681,0.2987,1060
"853","ID4319911589020170627","Wildfire",2017-06-27,43.201,-115.877,1118,"12h",27,"Owyhee Uplands Section",2017,6,25.2609996795654,19.5070018768311,30.8349990844727,3.50200009346008,4.17,0,1.167809998,0,0,0,0,4.425856603,70.51279755,0.370761763,23.52277409,0,178,9.1,0.1777,0.2905,945
"854","CO4079410883420170627","Wildfire",2017-06-27,40.804,-108.803,11985,"18d",45,"Uinta Mountains Section",2017,6,5.17799997329712,18.2270011901855,27.9909992218018,5.04099988937378,0.800000000000001,0,0.01074614,0,0,31.28022352,0,68.12157467,0.573127485,0,0,0.014328187,178,8.1,0.2276,0.4119,2295
"855","AZ3346810934220170627","Wildfire",2017-06-27,33.469,-109.349,3121,"23c",37,"Tonto Transition Section",2017,6,12.4300003051758,22.3460006713867,37.4140014648438,9.9709997177124,-1.04,0,1.355537649,0,0.003581341,84.08272898,0,14.49010654,0.068045483,0,0,0,178,8.6,0.2761,0.56,2168
"856","WA4742511998420170627","Wildfire",2017-06-27,47.42,-119.948,8358,"10a",17,"Columbia Basin Section",2017,6,5.94399976730347,17.7450008392334,21.8889999389648,4.09800004959106,4.74,0.014330497,0.573219884,0.71294223,0,0,0,67.78325123,27.09001343,1.013882669,2.744290193,0.068069861,178,7.3,0.1691,0.3418,713
"857","WA4669212060020170627","Wildfire",2017-06-27,46.72,-120.601,2956,"10g",17,"Columbia Basin Section",2017,6,9.26000022888184,17.4860000610352,22.1669998168945,2.73600006103516,5.86,0.023279135,4.627175704,0.001790703,0,0,0,29.72566435,26.25528257,5.714132225,33.53986104,0.112814268,178,8.2,0.1635,0.3036,548
"858","UT4180911288720170627","Wildfire",2017-06-27,41.792,-112.934,8107,"13b",49,"Bonneville Basin Section",2017,6,3.60599994659424,20.4450016021729,34.4860000610352,5.42999982833862,2.07,0,0,0.152234262,0,0,0,96.85501925,2.992746485,0,0,0,178,8.4,0.2138,0.3417,1374
"859","ID4282011554120170628","Wildfire",2017-06-28,42.825,-115.516,18541,"12h",27,"Owyhee Uplands Section",2017,6,19.4260005950928,19.996000289917,33.9900016784668,3.44199991226196,3.76,0,0.034027616,0,0,0,0,7.541594283,92.4243781,0,0,0,179,7.9,0.1269,0.2375,895
"860","ID4290011543420170628","Wildfire",2017-06-28,42.899,-115.428,7752,"12h",27,"Owyhee Uplands Section",2017,6,19.4729995727539,19.6490001678467,33.5579986572266,3.07599997520447,3.69,1.082010677,1.080219268,0,0,0,0,10.86310057,72.64161083,0.410232525,13.67202895,0.250797177,179,7.6,0.1528,0.295,948
"861","AZ3168110952420170628","Wildfire",2017-06-28,31.692,-109.519,10798,"79b",38,"Basin and Range Section",2017,6,9.0939998626709,25.1590003967285,48.9199981689453,10.7690000534058,-1.07,0,0.00716512,0,0,12.66972378,0,75.49708021,11.82603088,0,0,0,179,9,0.161,0.2491,1665
"862","CA3539711882220170630","Wildfire",2017-06-30,35.385,-118.793,1257,"7s",8,"Great Valley Section",2017,6,0,25.0790004730225,42.4869995117188,7.23799991607666,4.08,0,0.571315997,0.184468801,0,0,0,1.17486926,97.20968551,0,0.859660434,0,181,9.4,0.149,0.2183,322
"863","AZ3237411063220170630","Wildfire",2017-06-30,32.378,-110.609,26852,"79b",38,"Basin and Range Section",2017,6,0,27.0920009613037,52.9140014648438,14.4280004501343,-1.78,0,0,0,0,11.11568842,0.005373359,86.68302556,2.183374828,0,0,0.012537837,181,8.1,0.1497,0.2296,1297
"864","WA4890111703720170701","Wildfire",2017-07-01,48.895,-117.037,4628,"15y",16,"Okanogan Highlands Section",2017,7,5.36100006103516,17.1520004272461,27.8500003814697,2.8659999370575,2.39,0,0.003581983,0,0,98.45974747,0,0.506850542,0.642965882,0,0,0.386854124,182,5.7,0.404,0.8583,1466
"865","MT4644711368920170713","Wildfire",2017-07-01,46.427,-113.596,34646,"17x",25,"Bitterroot Valley Section",2017,7,7.25600004196167,19.8970012664795,27.7169990539551,7.83799982070923,1.61,0,0,0,0,92.75647798,0,5.635442222,1.608079795,0,0,0,182,5.8,0.2516,0.6181,2260
"866","WA4654111988520170702","Wildfire",2017-07-02,46.57,-119.779,30789,"10g",17,"Columbia Basin Section",2017,7,0,24.1040019989014,43.6189994812012,7.44799995422363,4.38,0,0.673424795,0,0,0.01074614,0,7.362897159,70.40692051,0,21.54601139,0,183,7.3,0.1437,0.2712,339
"867","NV3958711968320170703","Wildfire",2017-07-03,39.591,-119.517,35299,"13x",28,"Northwestern Basin and Range Section",2017,7,5.42199993133545,24.8340015411377,47.1110000610352,8.88700008392334,4.29,0.804198309,2.439461241,0.064479152,0,0.232841381,0,63.40808139,33.03840092,0.001791088,0,0.010746525,184,7.5,0.0882,0.1751,1713
"868","NV3976211925220170703","Wildfire",2017-07-03,39.772,-119.194,98411,"13k",31,"Lahontan Basin Section",2017,7,5.32299995422363,24.4910011291504,44.0509986877441,9.09899997711182,3.75,0,0,0,0,0,0,85.52978056,14.47021944,0,0,0,184,7.3,0.0618,0.171,2037
"869","ID4271411395820170703","Wildfire",2017-07-03,42.724,-113.926,1747,"12g",51,"Snake River Basalts Section",2017,7,0.772000014781952,23.1880016326904,41.4939994812012,3.94099998474121,5.1,0,2.061726405,0,0,0,0,24.47202966,30.21477063,0.317050889,42.92725742,0.007164992,184,7.3,0.1381,0.2691,1354
"870","MT4790810854820170703","Wildfire",2017-07-03,47.89,-108.575,11409,"17r",23,"Northwestern Glaciated Plains Section",2017,7,13.1070003509521,23.7890014648438,38.681999206543,7.77199983596802,-2.39,0,0.069843658,0.041189849,0.150432493,27.74942245,0,31.64634037,39.98638944,0.01790863,0.084170562,0.254302548,184,7.6,0.3928,0.6719,1438
"871","CA3622112046120170703","Wildfire",2017-07-03,36.207,-120.464,1613,"6z",155,"Central California Coast Ranges Section",2017,7,0,27.8240013122559,56.4550018310547,13.2069997787476,1.68,0,1.528016624,0,0,0,2.146030381,15.8498137,79.92440527,0,0,0.551734021,184,8.5,0.113,0.2244,533
"872","WY4117410626120170703","Wildfire",2017-07-03,41.174,-106.281,2784,"21b",59,"Northern Parks and Ranges Section",2017,7,41.765998840332,15.4010009765625,21.5100002288818,1.70899999141693,-1.69,2.305790454,0.025082414,0.003583202,2.239501218,86.10613444,0.09137165,4.37508958,3.201590942,0,0,1.651856099,184,6,0.1962,0.5702,2848
"873","NV3976011968620170704","Wildfire",2017-07-04,39.756,-119.644,4153,"13x",28,"Northwestern Basin and Range Section",2017,7,6.5460000038147,24.6870002746582,46.1920013427734,9.41899967193604,3.94,0.003583138,1.528208252,0,0,0,0,64.68817744,32.62088611,0.537470663,0.593009298,0.028665102,185,8.2,0.1148,0.2008,1548
"874","NV3897211406920170704","Wildfire",2017-07-04,38.977,-114.091,1142,"13b",49,"Bonneville Basin Section",2017,7,22.7800006866455,24.9910011291504,46.8059997558594,9.02499961853027,-1.37,0,1.318382116,0.025077921,0,0,0,90.86626303,3.727653781,2.154909899,0.600078816,1.307634436,185,8.5,0.118,0.1752,1610
"875","NV4033511827120170704","Wildfire",2017-07-04,40.33,-118.211,14693,"13l",31,"Lahontan Basin Section",2017,7,6.14599990844727,23.617000579834,44.5779991149902,9.90200042724609,3.13,0,0.746883508,0,0.034030663,3.465754406,0,88.6068921,6.944046425,0,0,0.202392893,185,7.9,0.162,0.2654,1840
"876","NV4171611419720170704","Wildfire",2017-07-04,41.749,-114.264,55066,"80b",28,"Northwestern Basin and Range Section",2017,7,15.2349996566772,21.4530010223389,39.2319984436035,5.78900003433228,4.62,0.001790895,0,0,0.00358179,2.636197572,0,12.12256886,85.23586088,0,0,0,185,6.8,0.1186,0.2168,1803
"877","AZ3221410948420170704","Wildfire",2017-07-04,32.2,-109.481,4600,"79b",38,"Basin and Range Section",2017,7,144.156997680664,22.9720020294189,29.3770008087158,4.05600023269653,-1.17,0,0.03045067,0.019703375,0,12.88421581,0.136132407,78.41226625,8.504692986,0,0,0.012538511,185,8.6,0.1202,0.2267,1466
"878","UT4186011283220170704","Wildfire",2017-07-04,41.836,-112.864,5159,"13b",49,"Bonneville Basin Section",2017,7,5.47499990463257,25.9530010223389,45.3110008239746,10.5200004577637,1.46,0,0.489089541,0,0,0.168404457,0,53.67981655,44.77050414,0.641370167,0.250815149,0,185,6.8,0.1056,0.2159,1527
"879","CA3560211908420170706","Wildfire",2017-07-06,35.605,-119.067,1997,"7s",8,"Great Valley Section",2017,7,0,29.7470016479492,53.3190002441406,12.5839996337891,4.43,0.107465253,3.268734776,0.034030663,0,0,0,0.933156613,85.05158332,0,10.60502937,0,187,10.1,0.153,0.2046,249
"880","CA3849512202520170706","Wildfire",2017-07-06,38.526,-122.054,2485,"6f",8,"Great Valley Section",2017,7,0,25.7940006256104,46.3979988098145,4.70699977874756,3.21,0.175510862,1.808836435,0.057309669,0.026863907,1.031574046,0.633988216,15.16378029,77.24627039,0,2.689972599,1.165893583,187,7.9,0.1674,0.3208,202
"881","CA3502012029920170706","Wildfire",2017-07-06,34.96,-120.288,29256,"6ap",155,"Central California Coast Ranges Section",2017,7,0,21.2720012664795,27.0559997558594,2.31500005722046,1.93,0,1.984596095,0.021493821,0,16.91742791,20.4746552,27.77180727,27.68941429,0.592871216,3.252731506,1.295002687,187,7.8,0.1954,0.3752,465
"882","MT4523910640820170706","Wildfire",2017-07-06,45.251,-106.396,4050,"43p",61,"Powder River Basin Section",2017,7,15.6680002212524,24.431001663208,44.9580001831055,4.69399976730347,1.41,0,0.017911838,0,0,30.03098748,0,59.3168425,9.971520178,0.005373551,0,0.657364452,187,7.1,0.2371,0.4832,1181
"883","NM3389010763620170706","Wildfire",2017-07-06,33.891,-107.649,2170,"23c",39,"White Mountain-San Francisco Peaks Section",2017,7,96.3010025024414,19.6650009155273,25.2080001831055,3.20700001716614,-0.0899999999999999,0.008954636,0.034027616,0,0,79.62283074,0,15.93746082,4.396726185,0,0,0,187,6.4,0.2111,0.3893,2445
"884","WA4650612036420170706","Wildfire",2017-07-06,46.515,-120.432,3553,"10g",17,"Columbia Basin Section",2017,7,0,23.0310020446777,40.6319999694824,4.92899990081787,4.95,1.605044425,11.17261393,0,0.005374033,0,0,15.73516767,27.24634566,2.574161651,35.27156778,6.38972485,187,7.4,0.1465,0.351,484
"885","CA3946112141320170707","Wildfire",2017-07-07,39.463,-121.406,6488,"6b",9,"Sierra Nevada Foothills Section",2017,7,0,27.4410018920898,47.2060012817383,10.0509996414185,1.69,0.111063342,4.558971052,0,11.8640728,47.90054457,0.413800516,14.27522213,20.85482946,0,0,0.021496131,188,8.1,0.2129,0.4165,614
"886","NV4031211431920170708","Wildfire",2017-07-07,40.309,-114.294,2578,"13p",50,"Northeastern Great Basin Section",2017,7,18.9370002746582,22.1990013122559,38.0410003662109,7.75500011444092,2.57,0,1.252037472,0.030450124,0,18.04617672,0,79.36018915,1.311146537,0,0,0,188,6.2,0.1127,0.1751,1801
"887","NV4135011480620170707","Wildfire",2017-07-07,41.359,-114.781,1440,"80a",50,"Northeastern Great Basin Section",2017,7,8.49600028991699,20.5700016021729,38.7879981994629,4.66800022125244,3.64,0.00179112,1.115867529,0,0,0.016120077,0,78.76090344,19.97098386,0,0,0.134333972,188,6.5,0.128,0.2224,1813
"888","MT4536410665720170707","Wildfire",2017-07-07,45.344,-106.615,27938,"43p",61,"Powder River Basin Section",2017,7,14.6459999084473,24.2950019836426,44.4780006408691,5.10599994659424,1.84,0,0,0,0,33.63359599,0,22.24212034,44.11174785,0.012535817,0,0,188,7,0.2518,0.4797,1249
"889","MT4676210603120170707","Wildfire",2017-07-07,46.721,-106.036,8298,"43n",61,"Powder River Basin Section",2017,7,8.52600002288818,24.7480010986328,43.3759994506836,6.31500005722046,-2.59,0,0.422598263,0.012534694,0,0.008953353,0,1.887366819,82.79165547,0.313367356,13.86158116,0.701942878,188,7.5,0.1199,0.2311,932
"890","AZ3414811196320170707","Wildfire",2017-07-07,34.173,-112.013,39780,"23h",37,"Tonto Transition Section",2017,7,72.2460021972656,27.3990020751953,43.1510009765625,9.20699977874756,-0.51,0.003582624,0.005373936,0,0,0,0,25.0031348,74.98790864,0,0,0,188,8.4,0.1087,0.188,1172
"891","AZ3402511197320170707","Wildfire",2017-07-07,34.033,-111.993,5476,"23b",37,"Tonto Transition Section",2017,7,91.8730010986328,26.226001739502,36.314998626709,8.40499973297119,-0.629999999999999,0,0,0.014327417,0,0.822035568,0,94.81705679,4.346580225,0,0,0,188,8.2,0.1673,0.2725,1271
"892","TX2960109440320170707","Wildfire",2017-07-07,29.616,-94.397,1779,"34g",167,"Eastern Gulf Prairies and Marshes Section",2017,7,76.943000793457,28.5700016021729,15.7650003433228,2.68400001525879,2.54,8.503894709,1.362700331,0.093114872,0,0,0,0,0.306204674,0.313367356,1.231981377,88.18873668,188,6.3,0.3413,0.6769,2
"893","NV3941111789520170708","Wildfire",2017-07-08,39.441,-117.885,27073,"13s",33,"Central Great Basin Mountains Section",2017,7,39.5719985961914,21.9400005340576,37.4379997253418,7.33199977874756,1.24,0,0.415517427,0,0.035820468,20.57527671,0,78.75308952,0.220295877,0,0,0,189,6.5,0.1097,0.1847,1862
"894","CA3456711995220170708","Wildfire",2017-07-08,34.535,-119.952,18510,"8a",5,"Southern California Coast Section",2017,7,0,25.5990009307861,38.2389984130859,8.3430004119873,-2.17,0.012537388,1.522397149,0.252538821,0,43.39190085,43.35428868,8.473483424,2.992853689,0,0,0,189,7.6,0.3712,0.7568,860
"895","NV4052211659520170708","Wildfire",2017-07-08,40.539,-116.596,1040,"13r",50,"Northeastern Great Basin Section",2017,7,2.8050000667572,24.8480014801025,48.6399993896484,12.1850004196167,3.93,0,0.057334313,0.051959221,0,0.068084496,0,95.36846254,3.909483454,0.062709405,0,0.481966567,189,6.9,0.0986,0.1752,1648
"896","NV4044011628320170708","Wildfire",2017-07-08,40.433,-116.307,1822,"13r",50,"Northeastern Great Basin Section",2017,7,3.03999996185303,22.8360004425049,50.9029998779297,6.22499990463257,2.99,0,0,0,0,0,0,13.27566754,86.72433246,0,0,0,189,6.9,0.1069,0.227,1523
"897","OR4299612077120170708","Wildfire",2017-07-08,43.009,-120.769,5801,"80g",13,"Eastern Cascades Section",2017,7,10.9619998931885,22.1310005187988,44.4179992675781,3.41700005531311,2.81,0.546369776,1.721512638,2.835748706,0,6.620926858,0,84.2914211,0.721924655,0.807910718,1.243215162,1.210970389,189,7.4,0.1273,0.2405,1371
"898","MT4792711507020170708","Wildfire",2017-07-08,47.931,-115.045,2421,"15l",20,"Flathead Valley Section",2017,7,1.5440000295639,19.9210014343262,38.125,1.625,1.44,0,0.02507298,0.673388613,0,58.4164622,0,17.19648262,22.58717338,0.050145961,0,1.051274245,189,7,0.2651,0.5404,1095
"899","AZ3661111369420170708","Wildfire",2017-07-08,36.564,-113.671,1897,"22x",56,"Grand Canyon Lands Section",2017,7,86.2939987182617,26.935001373291,41.564998626709,12.8290004730225,-1.05,0,0.00358256,0.35288217,0,20.01755454,0.0179128,37.50582166,42.10224627,0,0,0,189,7.5,0.1668,0.2472,1592
"900","NM3627610668220170708","Wildfire",2017-07-08,36.276,-106.676,3260,"21f",39,"White Mountain-San Francisco Peaks Section",2017,7,70.2770004272461,21.4060001373291,31.4930000305176,4.38800001144409,1.09,0.042990721,0.00358256,0.123598323,0.302726328,79.63135457,0.0089564,19.08429764,0.616200337,0,0,0.186293125,189,4.9,0.2714,0.605,2452
"901","AZ3409811179220170708","Wildfire",2017-07-08,34.101,-111.79,1221,"23b",37,"Tonto Transition Section",2017,7,93.1259994506836,27.4010009765625,41.1479988098145,8.74300003051758,-0.549999999999999,0,0,0,0,6.833043696,0,92.52736621,0.003583138,0,0,0.636006951,189,7.6,0.1552,0.3134,1587
"902","ND4731210349420170708","Wildfire",2017-07-08,47.331,-103.462,5056,"43b",62,"Northwestern Great Plains Section",2017,7,55.7949981689453,23.3350009918213,37.9690017700195,2.30800008773804,-2.3,0.044769972,0.041188374,0.059096363,6.35375441,6.14602174,3.438333841,47.42930821,36.44096632,0,0,0.046560771,189,7.8,0.2139,0.3821,739
"903","FL2877408225220170708","Wildfire",2017-07-08,28.767,-82.258,640,"75a",99,"Coastal Plains and Flatwoods, Lower Section",2017,7,172.891006469727,27.4110012054443,20.8379993438721,0,-3.03,5.867602808,10.79309357,0.166571142,0.001791088,4.465181258,0.008955438,0.082390027,0.188064193,8.310646224,0.229259206,69.88644505,189,4.7,0.299,0.6385,13
"904","FL2852808070920170708","Wildfire",2017-07-08,28.545,-80.683,2909,"75d",158,"Florida Coastal Lowlands (Eastern) Section",2017,7,122.74299621582,27.9150009155273,20.1000003814697,0.898999989032745,-3.46,8.095715719,5.546998137,0.053732626,0.001791088,4.531451497,0.299111621,0.311649233,0.120002866,0.351053159,0,80.68849405,189,5,0.4903,0.744,1
"905","NV4110111527920170708","Wildfire",2017-07-08,41.148,-115.358,25182,"13m",50,"Northeastern Great Basin Section",2017,7,3.51900005340576,20.8790016174316,41.4329986572266,5.04699993133545,3.28,0,0.569525038,0,0,0,0,14.59273587,84.83773909,0,0,0,189,6,0.0843,0.1915,1718
"906","NV4043311933220170709","Wildfire",2017-07-09,40.42,-119.312,1906,"13j",28,"Northwestern Basin and Range Section",2017,7,8.02000045776367,24.0530014038086,42.9179992675781,10.4390001296997,5.39,0,0.857930936,0,0.198810718,2.029302192,0.016119788,51.14987821,45.62795529,0,0,0.120002866,190,8.5,0.1041,0.1931,1484
"907","NV4099711542920170709","Wildfire",2017-07-09,41.01,-115.449,1352,"13m",50,"Northeastern Great Basin Section",2017,7,3.14599990844727,21.617000579834,46.0169982910156,5.03200006484985,4.16,0,3.124048365,0,0,0,0,63.17957904,22.43439319,3.892521272,0,7.369458128,190,7,0.1218,0.2105,1656
"908","NV4094011793320170709","Wildfire",2017-07-09,40.937,-117.955,3344,"13z",31,"Lahontan Basin Section",2017,7,4.05100011825562,24.5020008087158,54.2369995117188,7.77699995040894,4.51,0,1.284002794,0,0,0,0,41.82052614,56.89547107,0,0,0,190,8.2,0.0961,0.1607,1302
"909","NV4094111731520170709","Wildfire",2017-07-09,40.941,-117.303,3240,"13z",31,"Lahontan Basin Section",2017,7,2.65700006484985,24.7800006866455,55.0789985656738,8.74400043487549,3.7,0.003581085,1.077906498,0.678615553,0,0,0,83.47687515,1.521961002,0,0,13.24106072,190,9.2,0.1007,0.1934,1377
"910","NV4152411841920170709","Wildfire",2017-07-09,41.511,-118.406,1556,"13z",31,"Lahontan Basin Section",2017,7,3.5699999332428,24.6410007476807,47.7120018005371,10.4820003509521,3.81,0,0,1.046219993,0,0,0,57.26621283,41.51737728,0,0,0.170189896,190,8.1,0.1037,0.1943,1309
"911","AZ3328111080620170508","Wildfire",2017-05-08,33.306,-110.83,7971,"23l",37,"Tonto Transition Section",2017,5,5.32499980926514,14.0660009384155,20.9020004272461,5.07200002670288,-1.86,0,0.059097421,0,0,76.41296562,0,23.49928367,0.028653295,0,0,0,128,4.9,0.3673,0.6488,1946
"912","AZ3351610995720170509","Wildfire",2017-05-09,33.431,-109.922,13390,"23l",37,"Tonto Transition Section",2017,5,7.20599985122681,14.5330009460449,24.6800003051758,4.65000009536743,-1.05,0.034041028,0.374451312,0,0,71.43420228,0,1.913464123,26.24384126,0,0,0,129,3.8,0.2154,0.4405,1916
"913","NM3418110840420170512","Wildfire",2017-05-12,34.15,-108.405,10382,"23c",39,"White Mountain-San Francisco Peaks Section",2017,5,8.79300022125244,11.1320009231567,18.6900005340576,3.36800003051758,0.700000000000001,0.008954636,0,0,0,75.22073177,0,12.98780379,11.78250981,0,0,0,132,5.9,0.1239,0.2331,2602
"914","FL2705108206620170513","Wildfire",2017-05-13,27.074,-82.052,3319,"75b",100,"Florida Coastal Lowlands (Western) Section",2017,5,83.1269989013672,25.7170009613037,29.0389995574951,0.677999973297119,-3.07,4.473816176,23.64603482,0.021491511,0.442366932,6.725051938,2.56107171,2.727630919,1.470377534,15.82849774,0.077011247,42.02664947,133,6.6,0.3315,0.522,9
"915","FL2712808123720170513","Wildfire",2017-05-13,27.101,-81.236,5103,"75d",99,"Coastal Plains and Flatwoods, Lower Section",2017,5,78.0009994506836,25.9460010528564,30.0480003356934,0.625,-2.71,0.164774152,0.00537307,0,0.127162661,5.516352044,1.841172046,14.92997099,4.121144822,33.22885697,0,40.06519325,133,7.8,0.2875,0.5281,11
"916","FL2540608041220170514","Wildfire",2017-05-14,25.432,-80.396,3328,"76a",101,"Everglades Section",2017,5,43.1300010681152,26.3620014190674,19.7180004119873,1.42200005054474,-1.31,0.725364473,7.758713329,0.53372497,0.007164094,0.01074614,0.003582047,0.023283304,0.107461403,0,4.393380378,86.43657986,134,5.5,0.2855,0.5177,2
"917","NM3658710602220170516","Wildfire",2017-05-15,36.608,-106.02,6949,"21f",57,"South-Central Highlands Section",2017,5,22.9699993133545,9.09800052642822,15.8990001678467,1.97699999809265,2.96,0.001790991,0.650129847,0,0.676994717,75.49207486,0.012536939,22.1653085,0.431628907,0.103877496,0.025073878,0.440583863,135,5.9,0.2281,0.4575,2635
"918","FL2881308082820170515","Wildfire",2017-05-15,28.811,-80.824,506,"75d",158,"Florida Coastal Lowlands (Eastern) Section",2017,5,70.6060028076172,24.6320018768311,22.5200004577637,0.245000004768372,-3.38,33.10706738,1.427445642,0.025074327,0.001791023,6.551563563,0.302682953,0.707454239,0.145072895,0.170147222,0,57.56170076,135,6.3,0.4507,0.6717,4
"919","FL2760608127020170517","Wildfire",2017-05-17,27.585,-81.241,8640,"75d",99,"Coastal Plains and Flatwoods, Lower Section",2017,5,65.5439987182617,25.863000869751,31.0540008544922,0.853999972343445,-2.83,0.39938391,1.753349094,0.096711799,0.519378179,2.097213267,0.965327029,35.76366502,1.29307257,2.698975571,1.536643026,52.87628054,137,7.8,0.2522,0.4757,23
"920","CA3611812036120170518","Wildfire",2017-05-18,36.075,-120.405,10765,"6aa",155,"Central California Coast Ranges Section",2017,5,3.6489999294281,19.9770011901855,31.4909992218018,4.78399991989136,2.73,0,0.834557112,0,0,0,0,2.646942942,96.16211182,0,0,0.356388123,138,6.2,0.1545,0.2741,385
"921","AZ3460211145720170519","Wildfire",2017-05-19,34.629,-111.438,14129,"23c",39,"White Mountain-San Francisco Peaks Section",2017,5,9.10599994659424,11.8990001678467,20.632999420166,2.78299999237061,1.09,0.0053723,1.081623151,0,0,94.64023495,0,4.163532825,0.087747574,0,0,0.021489202,139,5.2,0.2221,0.4613,2112
"922","FL2633208084220170519","Wildfire",2017-05-19,26.405,-80.838,26683,"76a",101,"Everglades Section",2017,5,123.184997558594,25.6870002746582,24.6909999847412,0.587000012397766,0.640000000000001,0.141457912,0.008953032,0.257847333,0,0.005371819,0,0,0.005371819,0,0.299031282,99.2819668,139,5.9,0.2093,0.4623,4
"923","CA3265211682420170520","Wildfire",2017-05-20,32.654,-116.829,2265,"85g",6,"Southern California Mountains and Valleys Section",2017,5,39.7000007629395,18.2530002593994,19.5189990997314,1.5460000038147,0.65,0.071642219,3.560618272,0,0,0,0.001791055,87.57007505,7.554671968,0,0,1.24120144,140,7.5,0.2048,0.371,371
"924","FL2841408093820170526","Wildfire",2017-05-26,28.425,-80.935,1755,"75d",158,"Florida Coastal Lowlands (Eastern) Section",2017,5,64.8190002441406,25.3800010681152,28.5020008087158,0.802999973297119,-3.7,2.265644589,1.837589999,0.675215818,0.012537164,9.992119497,0.034029444,0.42268152,0.53372497,3.732492746,0,80.49396425,146,7,0.4323,0.6618,7
"925","ID4283611554420170531","Wildfire",2017-05-30,42.843,-115.561,3060,"12h",27,"Owyhee Uplands Section",2017,5,20.761999130249,14.1020002365112,21.9309997558594,1.37899994850159,3.5,0,0.229238677,0,0,0,0,9.088955352,90.68180597,0,0,0,150,7.9,0.2308,0.4211,880
"926","UT4030110919520170530","Wildfire",2017-05-30,40.3,-109.164,2546,"20f",44,"Uinta Basin Section",2017,5,8.52099990844727,13.5490007400513,22.2169990539551,2.61899995803833,2.81,0,1.619578265,0.530304388,0,2.336205815,0,72.70007345,22.65976315,0.021498827,0,0.132576097,150,5.9,0.1874,0.3343,1599
"927","UT4100611256920170531","Wildfire",2017-05-31,41.008,-112.567,1444,"13c",49,"Bonneville Basin Section",2017,5,20.5310001373291,14.6150007247925,19.8040008544922,2.96000003814697,3.06,23.54363281,0,59.01219534,0,0,0,10.69465088,5.872029512,0,0,0.877491449,151,8.2,0.2176,0.3673,1421
"928","FL2992508494720130129","Wildfire",2013-01-29,29.918,-84.941,1187,"75a",100,"Florida Coastal Lowlands (Western) Section",2013,1,22.6760005950928,15.0460004806519,11.7239999771118,0.517000019550323,-2.83,0.001790831,4.81017192,0.098495702,0,3.191260745,0.003581662,0.143266476,0.005372493,0,0,91.74606017,29,2.9,0.3296,0.7084,8
